Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca
pintura-para-tela-eterna-250-ml;;;Color;Celeste Bahia;;;;;1232,00;;0.32;9.30;6.70;6.70;5;312302;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Celeste Country;;;;;1232,00;;0.32;9.30;6.70;6.70;5;312303;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Calipso;;;;;1232,00;;0.32;9.30;6.70;6.70;2;312306;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Turquesa;;;;;1232,00;;0.32;9.30;6.70;6.70;0;312308;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Azul Victoriano;;;;;1232,00;;0.32;9.30;6.70;6.70;0;312309;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Azul Uniforme;;;;;1232,00;;0.32;9.30;6.70;6.70;5;312310;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Azul Prusia;;;;;1232,00;;0.32;9.30;6.70;6.70;0;312311;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Purpura;;;;;1232,00;;0.32;9.30;6.70;6.70;1;312312;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Violeta;;;;;1232,00;;0.32;9.30;6.70;6.70;5;312313;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Verde Bebe;;;;;1232,00;;0.32;9.30;6.70;6.70;2;312314;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Verde Lima;;;;;1232,00;;0.32;9.30;6.70;6.70;5;312316;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Verde Manzana;;;;;1232,00;;0.32;9.30;6.70;6.70;5;312317;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Verde Country;;;;;1232,00;;0.32;9.30;6.70;6.70;5;312318;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Verde Ingles;;;;;1232,00;;0.32;9.30;6.70;6.70;6;312319;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Verde Talo;;;;;1232,00;;0.32;9.30;6.70;6.70;5;312320;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Verde Oliva;;;;;1232,00;;0.32;9.30;6.70;6.70;5;312321;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Verde Musgo;;;;;1232,00;;0.32;9.30;6.70;6.70;5;312322;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Ocre;;;;;1232,00;;0.32;9.30;6.70;6.70;5;313151;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Siena Natural;;;;;1232,00;;0.32;9.30;6.70;6.70;2;313152;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Blanco Calido;;;;;1232,00;;0.32;9.30;6.70;6.70;0;313169;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Siena Tostado;;;;;1232,00;;0.32;9.30;6.70;6.70;4;314005;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Sombra Natural;;;;;1232,00;;0.32;9.30;6.70;6.70;2;314006;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Amarillo Napolitano;;;;;1232,00;;0.32;9.30;6.70;6.70;0;314061;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Sambayon;;;;;1232,00;;0.32;9.30;6.70;6.70;3;314062;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Amarillo Bebe;;;;;1232,00;;0.32;9.30;6.70;6.70;0;314063;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Arcilla;;;;;1232,00;;0.32;9.30;6.70;6.70;0;314064;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Terracota;;;;;1232,00;;0.32;9.30;6.70;6.70;2;314065;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Cedro;;;;;1232,00;;0.32;9.30;6.70;6.70;1;314066;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Plata;;;;;1232,00;;0.32;9.30;6.70;6.70;2;314068;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Peltre;;;;;1232,00;;0.32;9.30;6.70;6.70;2;314069;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Oro Ducado;;;;;1232,00;;0.32;9.30;6.70;6.70;0;314070;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Oro Antiguo;;;;;1232,00;;0.32;9.30;6.70;6.70;0;314071;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Oro Rojo;;;;;1232,00;;0.32;9.30;6.70;6.70;2;314072;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Cobre;;;;;1232,00;;0.32;9.30;6.70;6.70;2;314073;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Tornasol Dorado;;;;;1232,00;;0.32;9.30;6.70;6.70;3;314074;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Blanco Perlado;;;;;1232,00;;0.32;9.30;6.70;6.70;2;314075;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Magenta Perlado;;;;;1232,00;;0.32;9.30;6.70;6.70;2;314076;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Violeta Perlado;;;;;1232,00;;0.32;9.30;6.70;6.70;0;314078;;;;;;;;
pintura-para-tela-eterna-250-ml;;;Color;Verde Perlado;;;;;1232,00;;0.32;9.30;6.70;6.70;0;314079;;;;;;;;
acrilico-premium-eterna-250-ml;Acrílico Premium Eterna 250 ml;Artística > Pintura > Acrílicos;Color;Celeste Country;;;;;728,00;;0.35;9.30;6.70;6.70;2;311933;;SI;NO;;;;;Eterna
acrilico-premium-eterna-250-ml;;;Color;Cyan;;;;;728,00;;0.35;9.30;6.70;6.70;5;311934;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Turquesa;;;;;728,00;;0.35;9.30;6.70;6.70;2;311937;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Verde Manzana;;;;;728,00;;0.35;9.30;6.70;6.70;5;311938;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Verde Country;;;;;728,00;;0.35;9.30;6.70;6.70;5;311939;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Verde Ingles;;;;;728,00;;0.35;9.30;6.70;6.70;5;311940;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Ocre;;;;;728,00;;0.35;9.30;6.70;6.70;2;311941;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Tierra Siena Natural;;;;;728,00;;0.35;9.30;6.70;6.70;3;311942;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Tierra Siena Tostada;;;;;728,00;;0.35;9.30;6.70;6.70;3;311943;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Tierra Sombra Tostada;;;;;728,00;;0.35;9.30;6.70;6.70;2;311944;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Negro;;;;;728,00;;0.35;9.30;6.70;6.70;13;311946;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Amarillo Medio;;;;;728,00;;0.35;9.30;6.70;6.70;7;311972;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Arrayan;;;;;728,00;;0.35;9.30;6.70;6.70;1;311975;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Anaranjado;;;;;728,00;;0.35;9.30;6.70;6.70;0;311976;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Durazno;;;;;728,00;;0.35;9.30;6.70;6.70;4;311977;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Bermellon;;;;;728,00;;0.35;9.30;6.70;6.70;1;311978;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Rojo Cadmio;;;;;728,00;;0.35;9.30;6.70;6.70;9;311979;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Rojo Navideño;;;;;728,00;;0.35;9.30;6.70;6.70;1;311980;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Magenta;;;;;728,00;;0.35;9.30;6.70;6.70;3;311982;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Lacre;;;;;728,00;;0.35;9.30;6.70;6.70;3;311983;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Rosa Bebe;;;;;728,00;;0.35;9.30;6.70;6.70;4;311984;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Rosa Country;;;;;728,00;;0.35;9.30;6.70;6.70;5;311985;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Lirio;;;;;728,00;;0.35;9.30;6.70;6.70;2;311986;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Lavando;;;;;728,00;;0.35;9.30;6.70;6.70;1;311987;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Sambayon;;;;;728,00;;0.35;9.30;6.70;6.70;1;312136;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Carne Claro;;;;;728,00;;0.35;9.30;6.70;6.70;3;312139;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Amarillo Verdoso;;;;;728,00;;0.35;9.30;6.70;6.70;2;312142;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Coral;;;;;728,00;;0.35;9.30;6.70;6.70;3;312143;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Borravino;;;;;728,00;;0.35;9.30;6.70;6.70;1;312148;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Rosado;;;;;728,00;;0.35;9.30;6.70;6.70;5;312149;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Celeste Bahia;;;;;728,00;;0.35;9.30;6.70;6.70;2;312152;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Azul Talo Alfa;;;;;728,00;;0.35;9.30;6.70;6.70;2;312154;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Azul Talo Beta;;;;;728,00;;0.35;9.30;6.70;6.70;5;312155;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Azul Victoriano;;;;;728,00;;0.35;9.30;6.70;6.70;2;312156;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Purpura;;;;;728,00;;0.35;9.30;6.70;6.70;3;312159;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Violeta;;;;;728,00;;0.35;9.30;6.70;6.70;1;312160;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Verde Bambu;;;;;728,00;;0.35;9.30;6.70;6.70;4;312163;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Verde Talo;;;;;728,00;;0.35;9.30;6.70;6.70;5;312164;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Verde Oliva;;;;;728,00;;0.35;9.30;6.70;6.70;5;312165;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Verde Musgo;;;;;728,00;;0.35;9.30;6.70;6.70;2;312166;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Mostaza;;;;;728,00;;0.35;9.30;6.70;6.70;2;312167;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Terracota;;;;;728,00;;0.35;9.30;6.70;6.70;1;312168;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Tierra Sombra Natural;;;;;728,00;;0.35;9.30;6.70;6.70;6;312169;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Gris Niebla;;;;;728,00;;0.35;9.30;6.70;6.70;5;312171;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Oro Rojo;;;;;840,00;;0.35;9.30;6.70;6.70;1;314052;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Cobre;;;;;840,00;;0.35;9.30;6.70;6.70;0;314053;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Azul Perlado;;;;;728,00;;0.35;9.30;6.70;6.70;3;314054;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Verde Perlado;;;;;840,00;;0.35;9.30;6.70;6.70;2;314055;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Naranja Fluo;;;;;840,00;;0.35;9.30;6.70;6.70;5;315614;;;;;;;;
acrilico-premium-eterna-250-ml;;;Color;Verde Cromo;;;;;728,00;;0.35;9.30;6.70;6.70;3;316898;;;;;;;;
base-acrilica-eq-arte-200-cc;Base Acrilica EQ Arte 200 cc;Artística > Pintura > Acrílicos;Color;Negro;;;;;569,25;;0.31;7.00;7.00;7.00;1;311616;;SI;NO;;;;;EQArte
base-acrilica-eq-arte-200-cc;;;Color;Blanco;;;;;569,25;;0.31;7.00;7.00;7.00;1;311617;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Amarillo;;;;;569,25;;0.31;7.00;7.00;7.00;2;311618;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Azul;;;;;569,25;;0.31;7.00;7.00;7.00;2;311619;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Turquesa;;;;;569,25;;0.31;7.00;7.00;7.00;0;311620;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Celeste;;;;;569,25;;0.31;7.00;7.00;7.00;0;311621;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Magenta;;;;;569,25;;0.31;7.00;7.00;7.00;2;311622;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Violeta;;;;;569,25;;0.31;7.00;7.00;7.00;0;311623;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Lila;;;;;569,25;;0.31;7.00;7.00;7.00;2;311624;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Naranja;;;;;569,25;;0.31;7.00;7.00;7.00;2;311625;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Rojo;;;;;569,25;;0.31;7.00;7.00;7.00;0;311626;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Lima;;;;;569,25;;0.31;7.00;7.00;7.00;2;311628;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Verde Pino;;;;;569,25;;0.31;7.00;7.00;7.00;1;311629;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Marron;;;;;569,25;;0.31;7.00;7.00;7.00;2;311630;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Vison;;;;;569,25;;0.31;7.00;7.00;7.00;0;311631;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Manteca;;;;;569,25;;0.31;7.00;7.00;7.00;0;311748;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Oro;;;;;569,25;;0.31;7.00;7.00;7.00;2;311749;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Carmin;;;;;569,25;;0.31;7.00;7.00;7.00;2;311750;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Bermellon;;;;;569,25;;0.31;7.00;7.00;7.00;0;311751;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Oxido;;;;;569,25;;0.31;7.00;7.00;7.00;1;311752;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Cielo;;;;;569,25;;0.31;7.00;7.00;7.00;1;311753;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Rosa Princesa;;;;;569,25;;0.31;7.00;7.00;7.00;2;311754;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Hierba;;;;;569,25;;0.31;7.00;7.00;7.00;1;311755;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Verde Calma;;;;;569,25;;0.31;7.00;7.00;7.00;1;311756;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Azul Oscuro;;;;;569,25;;0.31;7.00;7.00;7.00;2;311757;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Ocre;;;;;569,25;;0.31;7.00;7.00;7.00;1;311762;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Blanco Antiguo;;;;;569,25;;0.31;7.00;7.00;7.00;0;312240;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Amarillo Suave;;;;;569,25;;0.31;7.00;7.00;7.00;0;312241;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Rosa Chico;;;;;569,25;;0.31;7.00;7.00;7.00;0;313165;;;;;;;;
base-acrilica-eq-arte-200-cc;;;Color;Chocolate;;;;;569,25;;0.31;7.00;7.00;7.00;1;313166;;;;;;;;
pastel-suaves-koh-i-noor-toison-x-12u;Pastel Suaves Koh-i-noor Toison x 12u;Artística > Dibujo > Tizas y Pasteles;;;;;;;4512,73;;0.23;2.50;10.50;21.00;7;317862;;SI;NO;;toison;;;Kohinoor
pasteles-eureka-x-12-colores;Pasteles Eureka x 12 colores;Artística > Dibujo > Tizas y Pasteles;;;;;;;743,40;;0.11;1.50;8.50;12.50;0;314372;;SI;NO;;;;;Eureka
organizador-de-acrilico;Organizador de Acrílico;Facultad > Organizador Escritorio, Oficina > Organizador de Escritorio;;;;;;;5635,00;4900,00;1.00;18.70;15.00;24.00;0;101863;;SI;NO;;;;;
pasteles-al-oleo-pelikan-x-12-u;Pasteles al Oleo Pelikan x 12 u;Artística > Dibujo > Tizas y Pasteles, Escolar > Crayones;;;;;;;1122,56;;0.18;2.00;10.00;19.30;0;316699;4,01E+12;SI;NO;;Oleo, Pastel, Pelikan, x12;;;Pelikan
acuarela-pelikan-735-x-24-colores;Acuarela Pelikan 735 x 24 colores;Artística > Pintura > Acuarelas, Escolar > Acuarelas  Témperas y Pinceles;;;;;;;10886,51;10368,11;0.45;3.50;10.80;26.50;1;310527;4,01E+12;SI;NO;;acuarela, profesional, x24;;;Pelikan
preventa-acuarela-mungyo-profesional-x-48u;Acuarela Mungyo Profesional x 48u;Artística > Pintura > Acuarelas;;;;;;;49770,00;47400,00;0.54;2.50;11.50;22.50;2;317365;8,80E+12;SI;SI;;acuarela, mungyo, x48, profesional;;;Mungyo
pasteles-suaves-koh-i-noor-toison-x-12;Pasteles Suaves Koh-i-noor Toison x 12;Artística > Dibujo > Tizas y Pasteles;;;;;;;2938,62;;0.16;2.50;10.80;21.50;3;317858;8,59E+12;SI;NO;;toison, pastel;;;Kohinoor
boligrafos-bic-cristal-fashion-x-4-u;Bolígrafos Bic Cristal Fashion x 4 u;Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs;;;;;;;459,04;;0.03;1.00;7.60;20.00;26;013573;70330200326;SI;NO;;;;;bic
acuarela-rebhan-x-36-colores-pincel;Acuarela REBHAN x 36 Colores + Pincel;Artística > Pintura > Acuarelas, Escolar > Acuarelas  Témperas y Pinceles;;;;;;;2139,00;;0.23;1.50;14.00;22.50;0;317899;;SI;NO;;acuarela, x36;;;Rebhan
acuarelas-koh-i-noor-mona-lisa-x-12u;Acuarelas Koh-i-noor Mona Lisa x 12u;Artística > Pintura > Acuarelas, Escolar > Acuarelas  Témperas y Pinceles;;;;;;;1654,62;;0.16;1.70;9.50;24.50;2;316657;8,59E+12;SI;NO;;acuarela;;;Kohinoor
acuarelas-koh-i-noor-x-12;Acuarelas Koh-i-noor x 12;Artística > Pintura > Acuarelas, Escolar > Acuarelas  Témperas y Pinceles;;;;;;;4781,70;;0.27;2.00;10.00;23.00;3;316659;8,59E+12;SI;NO;;;;;Kohinoor
rotuladores-edding-1200-multicolor-en-lata-metalica-x-20u;Rotuladores Edding 1200 Multicolor en Lata Metálica x 20u;Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras;;;;;;;9199,91;;0.34;1.50;17.70;23.50;1;013448;4,00E+12;SI;NO;;;;;
resaltador-stabilo-luminator-xt;Resaltador Stabilo Luminator XT;Facultad > Resaltadores, Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores;Color;Amarillo;;;;;1231,45;1070,83;0.02;2.00;2.30;13.00;25;010419;;SI;NO;;;;;stabilo
resaltador-stabilo-luminator-xt;;;Color;Verde;;;;;1231,45;1070,83;0.02;2.00;2.30;13.00;27;010668;;;;;;;;
resaltador-stabilo-luminator-xt;;;Color;Naranja;;;;;1231,45;1070,83;0.02;2.00;2.30;13.00;30;010671;;;;;;;;
resaltador-stabilo-luminator-xt;;;Color;Rosa;;;;;1231,45;1070,83;0.02;2.00;2.30;13.00;22;010669;;;;;;;;
resaltador-stabilo-luminator-xt;;;Color;Rojo;;;;;1231,45;1070,83;0.02;2.00;2.30;13.00;25;010670;;;;;;;;
resaltador-stabilo-luminator-xt;;;Color;Azul;;;;;1231,45;1070,83;0.02;2.00;2.30;13.00;29;010667;;;;;;;;
cizalla-maped-compact-a4;Cizalla Maped Compact A4;Oficina > Tijeras y Cutters, Técnica;;;;;;;7372,72;;0.18;3.00;13.50;44.00;2;100565;;SI;NO;;;;;maped
porcelana-fria-500-grs-eq-arte;Porcelana Fria 500 grs Eq Arte;Artística > Arcilla y Porcelana Fria;;;;;;;934,71;;0.50;2.00;11.00;18.50;0;310019;;NO;NO;;;;;EQArte
arcilla-parar-modelar-playcolor-300-grs;Arcilla Parar Modelar Playcolor 300 grs;Artística > Arcilla y Porcelana Fria;;;;;;;250,00;;0.30;1.70;6.00;16.00;18;312489;;SI;NO;;arcilla, para modelar;;;Playcolor
arcilla-para-moldear-sifap-300g;Arcilla Para Moldear Sifap 300g;Artística > Arcilla y Porcelana Fria;;;;;;;358,38;;0.29;1.50;7.00;12.00;359;310681;;SI;NO;;;;;Sifap
plastilina-x-12-maped-surtida;Plastilina X 12 Maped Surtida;Escolar > Plastilinas;;;;;;;490,05;;0.26;1.50;10.00;20.00;10;210013;7,79E+12;SI;NO;;;;;maped
lapices-de-color-carand-ache-x-12u-acuarelables;Lápices de Color CaranD Ache x 12u acuarelables;Escolar > Lapices de Colores;;;;;;;2915,30;;0.07;1.00;9.00;19.50;4;014095;;SI;NO;;;;;carandache
set-de-dibujo-lyra-sketching-boceto-x-11-u;Set de Dibujo Lyra Sketching Boceto x 11 u;Artística > Dibujo > Lápices de Dibujo;;;;;;;10306,08;;0.19;1.30;10.50;18.50;0;013319;;SI;NO;;;;;Lyra
lapices-de-color-lyra-rembrandt-lata-x-24;Lápices de Color Lyra Rembrandt Lata x 24;Artística > Dibujo > Lápices de Dibujo;;;;;;;12101,22;;0.36;1.50;19.00;21.00;3;013458;;SI;NO;;;;;Lyra
lapices-pastel-de-color-brunyzeel-design-lata-x-45-u;Lápices Pastel de Color Brunyzeel Design Lata x 45 u;Artística > Dibujo > Tizas y Pasteles, Artística > Dibujo > Lápices de Dibujo;;;;;;;23541,64;22420,61;0.70;1.50;19.00;47.70;3;013309;;SI;SI;;;;;Bruynzeel
lapices-de-color-aquarell-lyra-en-lata-x-72;Lápices de color Aquarell Lyra en Lata x 72;Artística > Dibujo > Lápices de Dibujo;;;;;;;58462,95;55679,00;0.79;2.50;19.00;30.50;1;013427;;SI;SI;;rembrandt;;;Lyra
lapices-color-lyra-aquarell-lata-x-24;Lápices Color Lyra Aquarell Lata x 24;Artística > Dibujo > Lápices de Dibujo;;;;;;;14552,10;;0.33;1.50;19.00;21.50;3;013425;;SI;NO;;;;;Lyra
lapices-de-color-lyra-x-24-largos-con-sacapuntas;Lápices de Color Lyra x 24 Largos con sacapuntas;Escolar > Lapices de Colores;;;;;;;3838,42;;0.18;1.50;17.50;22.50;4;012784;;SI;NO;;;;;lyra
lapices-color-lyra-x-36-con-sacapuntas;Lápices Color Lyra x 36 con sacapuntas;Escolar > Lapices de Colores;;;;;;;5265,53;;0.24;2.00;13.50;22.80;0;013713;;SI;NO;;;;;lyra
lapices-de-color-lyra-x-12-largos-con-sacapuntas;Lápices de color Lyra x 12 Largos con sacapuntas;Escolar > Lapices de Colores;;;;;;;1968,42;;0.09;1.50;9.00;22.80;10;011901;;SI;NO;;;;;lyra
minas-faber-castell-0-7;Minas Faber Castell 0.7;Escolar > Portaminas y Minas;0.7 - 2B;0.7 - HB;;;;;180,00;;0.01;1.00;1.00;7.00;79;010130;;SI;NO;;minas;;;faber castell
minas-faber-castell-0-7;;;0.7 - 2B;0.7 - B;;;;;180,00;;0.01;1.00;7.00;7.00;98;010186;;;;;;;;
minas-faber-castell-0-7;;;0.7 - 2B;0.7 - 2B;;;;;180,00;;0.01;1.00;7.00;7.00;93;010139;;;;;;;;
portaminas-simball-cool;Portaminas Simball Cool;Escolar > Portaminas y Minas;;;;;;;726,36;;0.02;1.50;1.50;13.50;92;013906;7,80E+12;SI;NO;;;;;simball
cartucho-pelikan-corto-x-6u-azul;Cartucho Pelikan corto x 6u Azul;Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs;;;;;;;312,00;;0.01;0.70;4.00;5.00;245;200005;;SI;NO;;;;;pelikan
lapices-de-colores-x-12u-maped-bicolor;Lápices de Colores x 12u Maped Bicolor;Escolar > Lapices de Colores;;;;;;;1261,52;;0.07;0.80;8.70;20.50;21;012005;;SI;NO;;bicolor;;;maped
tiza-blanca-x-12-playcolor;Tiza Blanca x 12 Playcolor;Escolar > Tizas;;;;;;;147,80;;0.08;2.20;7.00;8.70;30;010076;;SI;NO;;;;;playcolor
diccionario-escolar-latinbooks;Diccionario Escolar Latinbooks;Escolar > Libros;;;;;;;211,20;;0.23;2.20;14.00;10.00;0;362862;;SI;NO;;diccionario;;;latinbooks
diccionario-sinonimos-antonimos-latinbooks;Diccionario Sinónimos/ Antónimos Latinbooks;Escolar > Libros;;;;;;;211,20;;0.23;2.20;14.00;10.00;80;362864;;SI;NO;;diccionario;;;interbooks
porta-credencial-x-50u-nc;Porta Credencial x 50u. NC;Oficina > Otros accesorios;;;;;;;910,80;;0.36;6.00;15.00;22.00;0;101390;;NO;NO;;portacredencial;;;NC
flauta-dulce-maped;Flauta Dulce Maped;Escolar > Varios;;;;;;;2940,00;;0.11;5.00;5.00;35.00;24;990071;;SI;NO;;;;;maped
marcadores-para-porcelana-edding-calidos-x-6u;Marcadores Para Porcelana Edding Cálidos x 6u;Artística > Dibujo > Marcadores, Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel;;;;;;;4127,28;;0.06;1.50;7.30;20.70;1;013456;;SI;NO;;;;;Edding
marcadores-para-porcelana-edding-x-6u-surtidos;Marcadores para Porcelana Edding x 6u surtidos;Artística > Dibujo > Marcadores, Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel;;;;;;;4127,28;;0.06;1.50;7.30;20.70;9;013455;;SI;NO;;;;;Edding
marcadores-para-porcelana-edding-x-6-colores-frios;Marcadores Para Porcelana Edding x 6 colores frios;Artística > Dibujo > Marcadores, Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel;;;;;;;4127,28;;0.06;1.50;7.30;20.70;10;013457;;SI;NO;;;;;Edding
sacapuntas-para-zurdos-igloo-maped;Sacapuntas Para Zurdos Igloo Maped;Escolar > Para Zurdos;Color;Naranja;;;;;199,65;;0.01;2.00;4.00;5.00;73;330057;;SI;NO;;;;;maped
sacapuntas-para-zurdos-igloo-maped;;;Color;Rosa;;;;;199,65;;0.01;2.00;4.00;5.00;62;330057;;;;;;;;
sacapuntas-para-zurdos-igloo-maped;;;Color;Azul;;;;;199,65;;0.01;2.00;4.00;5.00;69;330057;;;;;;;;
cutter-9-mm-maped-para-zurdos;Cutter 9 mm Maped Para Zurdos;Escolar > Para Zurdos;;;;;;;833,01;;0.05;2.00;7.50;18.70;46;230028;;SI;NO;;;;;maped
