Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca
boligrafo-stabilo-para-zurdo;Bolígrafo Stabilo Para Zurdo;Escolar > Para Zurdos;Color;Azul;;;;;3383,34;;0.03;1.50;9.00;19.50;3;013658;;SI;NO;;zurdo;;;stabilo
boligrafo-stabilo-para-zurdo;;;Color;Verde;;;;;3383,34;;0.03;1.50;9.00;19.50;7;013660;;;;;;;;
boligrafo-stabilo-para-zurdo;;;Color;Rosa;;;;;3383,34;;0.03;1.50;9.00;19.50;8;013659;;;;;;;;
tijera-maped-13-cms-essentials-para-zurdo;Tijera Maped 13 cms Essentials Para Zurdo;Escolar > Para Zurdos;Color;Rosa;;;;;364,44;;0.03;1.00;7.50;17.50;0;340142;;SI;NO;;;;;maped
tijera-maped-13-cms-essentials-para-zurdo;;;Color;Azul;;;;;364,44;;0.03;1.00;7.50;17.50;0;340142;;;;;;;;
set-de-geometria-para-zurdos-maped-3-piezas;Set de Geometría Para Zurdos Maped 3 Piezas;Escolar > Para Zurdos;;;;;;;598,95;;0.08;0.50;13.00;35.80;193;070449;;SI;NO;;;;;maped
sharpie-metalica-punta-fina-base-aceite;Sharpie Metálica Punta Fina Base Aceite;Oficina > Marcadores > Indelebles, Facultad > Marcadores;Color;oro;;;;;1166,56;;0.02;2.00;5.50;19.30;0;013842;;SI;NO;;;;;sharpie
sharpie-metalica-punta-fina-base-aceite;;;Color;Plata;;;;;1166,56;;0.02;2.00;5.50;19.30;0;013843;;;;;;;;
cinta-de-papel-auca;Cinta de Papel Auca;Oficina > Cinta Adhesiva;Medidas;12x50;;;;;300,00;;0.06;1.50;11.50;11.50;112;300039;;SI;NO;;;;;auca
cinta-de-papel-auca;;;Medidas;18x50;;;;;420,00;;0.09;2.00;11.00;11.00;154;300040;;;;;;;;
cinta-de-papel-auca;;;Medidas;24x50;;;;;590,00;;0.11;2.50;11.50;11.50;88;300063;;;;;;;;
cinta-de-papel-auca;;;Medidas;36x50;;;;;890,00;;0.16;3.80;11.50;11.50;55;300015;;;;;;;;
cinta-de-papel-auca;;;Medidas;48x50;;;;;1190,00;;0.21;5.00;11.00;11.00;118;300023;;;;;;;;
calculadora-electronica-12-digitos-cifra;Calculadora Electrónica 12 dígitos Cifra;Oficina > Calculadora;;;;;;;50127,58;47740,55;1.14;9.50;23.00;39.00;1;220147;7,80E+12;SI;SI;;;;;cifra
organizador-de-escritorio-olife-s898;Organizador de Escritorio OLife S898;Facultad > Organizador Escritorio, Oficina > Organizador de Escritorio;;;;;;;4007,52;3484,80;0.53;12.50;18.30;22.50;1;101703;4,72E+12;SI;NO;;;;;OLIFE
organizador-de-escritorio-olife-s899;Organizador de Escritorio OLIFE S899;Facultad > Organizador Escritorio, Oficina > Organizador de Escritorio;;;;;;;2530,00;2200,00;0.46;17.00;19.00;24.00;0;101699;4,72E+12;NO;NO;;;;;olife
carpeta-c-fuelle-tipo-portafolio-a4-sabonis-c-manija;Carpeta c/ fuelle tipo Portafolio A4 Sabonis c/ manija;Facultad > Carpetas > Carpeta con Folio, Oficina > Carpetas > Carpeta con Folio;Color;Azul;;;;;2163,18;;0.31;3.50;25.50;32.50;0;062192;;SI;NO;;;;;sabonis
carpeta-c-fuelle-tipo-portafolio-a4-sabonis-c-manija;;;Color;Púrpura;;;;;2163,18;;0.31;3.50;25.50;32.50;0;062192;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-a4-sabonis-c-manija;;;Color;Rojo;;;;;2163,18;;0.31;3.50;25.50;32.50;0;062192;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-a4-sabonis-c-manija;;;Color;Verde;;;;;2163,18;;0.31;3.50;25.50;32.50;0;062192;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-a4-sabonis-c-manija;;;Color;Negro;;;;;2163,18;;0.31;3.50;25.50;32.50;0;062192;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-a4-sabonis-c-manija;;;Color;celeste;;;;;2163,18;;0.31;3.50;25.50;32.50;0;062192;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-a4-sabonis-c-manija;;;Color;Rosa;;;;;2163,18;;0.31;3.50;25.50;32.50;0;062192;;;;;;;;
resaltador-pelikan-flash-pastel;Resaltador Pelikan Flash Pastel;Facultad > Resaltadores, Mundo Pastel, Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores;Color;menta;;;;;252,00;;0.02;2.00;3.00;11.00;47;014139;;SI;NO;;pastel;;;pelikan
resaltador-pelikan-flash-pastel;;;Color;durazno;;;;;252,00;;0.02;2.00;3.00;11.00;47;014138;;;;;;;;
resaltador-pelikan-flash-pastel;;;Color;lavanda;;;;;252,00;;0.02;2.00;3.00;11.00;45;014140;;;;;;;;
resaltador-pelikan-flash-pastel;;;Color;aqua;;;;;252,00;;0.02;2.00;3.00;11.00;47;014225;;;;;;;;
resaltador-pelikan-flash-pastel;;;Color;Rosa;;;;;252,00;;0.02;2.00;3.00;11.00;44;014367;;;;;;;;
resaltador-pelikan-flash-pastel;;;Color;Amarillo;;;;;252,00;;0.02;2.00;3.00;11.00;43;014368;;;;;;;;
resaltador-pelikan-flash-pastel;;;Color;acero;;;;;252,00;;0.02;2.00;3.00;11.00;0;014755;;;;;;;;
resaltador-pelikan-flash-pastel;;;Color;manzana;;;;;252,00;;0.02;2.00;3.00;11.00;0;014757;;;;;;;;
resaltador-pelikan-flash-pastel;;;Color;hielo;;;;;252,00;;0.02;2.00;3.00;11.00;0;014756;;;;;;;;
resaltador-pelikan-flash-pastel;;;Color;coral;;;;;252,00;;0.02;2.00;3.00;11.00;0;014754;;;;;;;;
marcadores-candy-pop-flair-x-24-u;Marcadores CandyPop Flair x 24 u;Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;6461,40;5874,00;0.22;2.50;18.50;21.50;0;014201;71641153134;SI;NO;;;;;paper mate
notas-auto-adhesivas-fluo-mini-50x50x250h;Notas Auto adhesivas Fluo mini 50x50x250H;Mundo Pastel, Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas;;;;;;;492,82;;0.05;2.30;5.00;5.00;0;101333;7,79E+12;SI;NO;;;;;utilof
notas-autoadhesivas-kores-spring-50x50x400-fluor;Notas Autoadhesivas Kores Spring 50x50x400 Fluor;Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas;;;;;;;1739,38;;0.08;4.00;5.00;5.00;44;101325;9,02E+12;SI;NO;;;;;kores
notas-autoadhesivas-kores-spring-75x75x450h;Notas Autoadhesivas Kores Spring 75x75x450H;Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas;;;;;;;2798,13;;0.18;4.30;7.50;7.50;8;101431;9,02E+12;SI;NO;;;;;kores
notas-autoadhesivas-76x102x100-h-util-of;Notas Autoadhesivas 76x102x100 H Util Of;Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas;;;;;;;234,00;;0.06;1.00;7.60;10.20;107;100697;7,79E+12;SI;NO;;;;;utilof
notas-autoadhesivas-76x127x100h-util-of;Notas Autoadhesivas 76X127X100H UTIL OF;Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas;;;;;;;270,00;;0.07;1.00;7.60;12.70;81;100396;7,79E+12;SI;NO;;;;;utilof
microfibra-stabilo-x-10-5-neon;Microfibra Stabilo x 10 + 5 Neon;Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras;;;;;;;4725,82;;0.10;1.00;12.50;17.00;5;014153;4,01E+12;SI;NO;;;;;stabilo
microfibra-maped-x10-compact;Microfibra Maped x10 Compact;Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras;;;;;;;3523,59;3063,99;0.12;2.50;9.00;21.80;19;013473;3,15E+12;SI;NO;;;;;maped
carpeta-con-folios-tamano-a4-lama;Carpeta con Folios tamaño A4 Lama;Oficina > Carpetas > Carpeta con Folio, Facultad > Carpetas > Carpeta con Folio;Tipo;x10 Folios;;;;;510,00;;0.12;1.30;24.00;31.00;30;060044;;SI;NO;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;x20 Folios;;;;;690,00;;0.15;1.90;24.00;31.00;59;061043;;;;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;x30 Folios;;;;;990,00;;0.20;2.50;24.00;31.00;88;061235;;;;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;x40 Folios;;;;;1100,00;;0.26;3.00;24.00;31.00;83;061044;;;;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;x60 Folios;;;;;1400,00;;0.36;3.50;24.00;31.00;72;061045;;;;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;x80 Folios;;;;;2353,85;;0.38;5.50;24.00;31.00;53;061383;;;;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;x100 Folios;;;;;2491,63;;0.53;5.50;24.00;31.00;26;061378;;;;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;Broches dorados de dos puntas en Caja por 100 unidades;Oficina > Otros accesorios, Oficina > Abrochadoras y Perforadoras;Tipo;N2 16MM;;;;;473,00;;0.03;3.00;4.00;4.70;53;100355;;SI;NO;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;;;Tipo;N4 23MM;;;;;564,70;;0.05;3.00;4.00;4.70;129;100477;;;;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;;;Tipo;N5 26MM;;;;;655,78;;0.05;2.50;6.00;5.00;150;100065;;;;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;;;Tipo;N6 30MM;;;;;710,42;;0.06;2.50;6.00;5.30;130;100114;;;;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;;;Tipo;N8 40MM;;;;;1045,14;;0.06;3.00;5.70;7.00;50;100478;;;;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;;;Tipo;N10 50MM;;;;;1414,02;;0.07;4.50;7.00;7.00;50;100066;;;;;;;;
set-de-caligrafia-bruynzeel-9341-x-4;Set de Caligrafia Bruynzeel 9341 x 4;Técnica, Artística, Facultad, Oficina, Escolar;;;;;;;8655,86;;0.12;2.50;11.50;22.00;5;012938;;SI;NO;;;;;Bruynzeel
debastador-de-acero-turk;Debastador de acero Turk;Artística;Tipo;N 1;;;;;944,13;;0.02;1.00;1.50;20.50;9;317797;;SI;NO;;;;;Turk
debastador-de-acero-turk;;;Tipo;N 2;;;;;944,13;;0.02;1.50;3.00;20.00;10;317798;;;;;;;;
debastador-de-acero-turk;;;Tipo;N 4;;;;;944,13;;0.02;1.50;2.50;20.50;9;317800;;;;;;;;
debastador-de-acero-turk;;;Tipo;N 6;;;;;944,13;;0.02;1.50;2.00;20.50;10;317802;;;;;;;;
marcador-permanente-edding-791a;Marcador Permanente Edding 791A;Oficina > Marcadores > Indelebles, Facultad > Marcadores;Color;Azul;;;;;1734,41;;0.01;1.20;1.20;13.00;3;013201;;SI;NO;;marcador, permanente, indeleble;;;edding
marcador-permanente-edding-791a;;;Color;Amarillo;;;;;1734,41;;0.01;1.20;1.20;13.00;3;013203;;;;;;;;
marcador-permanente-edding-791a;;;Color;Blanco;;;;;1734,41;;0.01;1.20;1.20;13.00;19;013204;;;;;;;;
marcador-permanente-edding-791a;;;Color;Plata;;;;;1734,41;;0.01;1.20;1.20;13.00;12;013174;;;;;;;;
marcador-permanente-edding-791a;;;Color;Negro;;;;;1734,41;;0.01;1.20;1.20;13.00;37;013199;;;;;;;;
marcador-permanente-edding-791a;;;Color;oro;;;;;1734,41;;0.01;1.20;1.20;13.00;8;013173;;;;;;;;
marcador-permanente-edding-791a;;;Color;Verde;;;;;1734,41;;0.01;1.20;1.20;13.00;2;013202;;;;;;;;
marcador-permanente-edding-791a;;;Color;Rojo;;;;;1734,41;;0.01;1.20;1.20;13.00;2;013200;;;;;;;;
marcador-edding-400-permanente;Marcador Edding 400 Permanente;Oficina > Marcadores > Indelebles, Facultad > Marcadores;Color;Amarillo;;;;;538,46;;0.01;1.30;1.50;14.50;77;010908;;SI;NO;;;;;edding
marcador-edding-400-permanente;;;Color;Azul;;;;;538,46;;0.01;1.30;1.50;14.50;78;010904;;;;;;;;
marcador-edding-400-permanente;;;Color;Negro;;;;;538,46;;0.01;1.30;1.50;14.50;98;010793;;;;;;;;
marcador-edding-400-permanente;;;Color;Naranja;;;;;538,46;;0.01;1.30;1.50;14.50;78;010907;;;;;;;;
marcador-edding-400-permanente;;;Color;Verde;;;;;538,46;;0.01;1.30;1.50;14.50;79;010906;;;;;;;;
marcador-edding-400-permanente;;;Color;celeste;;;;;538,46;;0.01;1.30;1.50;14.50;77;010910;;;;;;;;
marcador-edding-400-permanente;;;Color;Rosa;;;;;538,46;;0.01;1.30;1.50;14.50;40;010909;;;;;;;;
marcador-edding-400-permanente;;;Color;Rojo;;;;;538,46;;0.01;1.30;1.50;14.50;54;010905;;;;;;;;
marcador-edding-400-permanente;;;Color;Púrpura;;;;;538,46;;0.01;1.30;1.50;14.50;77;010912;;;;;;;;
marcador-edding-400-permanente;;;Color;Marrón;;;;;538,46;;0.01;1.30;1.50;14.50;50;010911;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;Carpeta c/ fuelle tipo Portafolio Oficio Sabonis c/ manija;Facultad > Carpetas > Carpeta con Folio, Oficina > Carpetas > Carpeta con Folio;Color;Azul;;;;;2599,17;;0.33;3.50;26.50;37.50;0;062193;;SI;NO;;;;;sabonis
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;Púrpura;;;;;2599,17;;0.33;3.50;26.50;37.50;0;062193;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;Rojo;;;;;2599,17;;0.33;3.50;26.50;37.50;0;062193;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;Verde;;;;;2599,17;;0.33;3.50;26.50;37.50;0;062193;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;Negro;;;;;2599,17;;0.33;3.50;26.50;37.50;0;062193;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;celeste;;;;;2599,17;;0.33;3.50;26.50;37.50;0;062193;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;Rosa;;;;;2599,17;;0.33;3.50;26.50;37.50;0;062193;;;;;;;;
adhesivo-elmers-brilla-en-la-oscuridad-147ml-natural;Adhesivo Elmers Brilla En La Oscuridad 147ml Natural;;;;;;;;2193,20;;0.20;3.40;6.50;14.50;30;050328;;SI;NO;;adhesivo, slime;;;elmers
adhesivo-poxiran-comun-23ml;Adhesivo Poxiran Comun 23Ml;Oficina > Adhesivos;;;;;;;638,00;;0.04;2.50;3.50;12.50;57;050006;;SI;NO;;pegamento, adhesivo;;;poxipol
boligrafo-paper-mate-inkjoy-100-azul-fino;Boligrafo Paper Mate Inkjoy 100 Azul Fino;Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs;;;;;;;60,00;;0.01;0.90;0.90;14.30;0;013368;;SI;NO;;;;;paper mate
boligrafo-paper-mate-inkjoy-100;Boligrafo Paper Mate Inkjoy 100;Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs;Color;Verde;;;;;48,00;;0.01;0.90;0.90;14.30;252;012295;;SI;NO;;;;;paper mate
boligrafo-paper-mate-inkjoy-100;;;Color;Azul;;;;;48,00;;0.01;0.90;0.90;14.30;1331;012289;;;;;;;;
boligrafo-paper-mate-inkjoy-100;;;Color;Negro;;;;;48,00;;0.01;0.90;0.90;14.30;1276;012291;;;;;;;;
boligrafo-paper-mate-inkjoy-100;;;Color;Rojo;;;;;48,00;;0.01;0.90;0.90;14.30;630;012290;;;;;;;;
sacapunta-kores-metal-2-filos;Sacapunta Kores Metal 2 Filos;Escolar > Sacapuntas;;;;;;;408,38;;0.01;1.40;2.50;2.70;82;330066;;SI;NO;;sacapuntas;;;kores
cuaderno-espiral-a4-tapa-dura-travel-x150-h;Cuaderno Espiral A4 Tapa Dura Travel x150 H;Facultad > Cuadernos Universitarios;Modelo;Rayado;;;;;2251,69;;0.84;1.70;24.50;29.50;17;040503;;SI;NO;;cuaderno universitario, apuntes, travel;;;ESTRADA
cuaderno-espiral-a4-tapa-dura-travel-x150-h;;;Modelo;Cuadriculado;;;;;2251,69;;0.84;1.70;24.50;29.50;15;040897;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;Cuaderno Rivadavia Abc Tapa Cartón Araña X 50 Hjs. Rayado;Escolar > Cuadernos;Color;Azul;;;;;1275,00;;0.30;1.00;19.70;24.50;9;041137;;SI;NO;;abc, rivadavia, cuaderno;;;rivadavia
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;Rosa;;;;;1275,00;;0.30;1.00;19.70;24.50;20;041184;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;Verde;;;;;1275,00;;0.30;1.00;19.70;24.50;23;041139;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;Rojo;;;;;1275,00;;0.30;1.00;19.70;24.50;4;041138;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;Amarillo;;;;;1275,00;;0.30;1.00;19.70;24.50;19;041140;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;Naranja;;;;;1275,00;;0.30;1.00;19.70;24.50;22;041141;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;celeste;;;;;1275,00;;0.30;1.00;19.70;24.50;21;041181;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;lila;;;;;1275,00;;0.30;1.00;19.70;24.50;41;041142;;;;;;;;
cuaderno-tapa-flexible-48-hojas-liso-gloria;Cuaderno Tapa Flexible 48 Hojas Liso Gloria;Escolar > Cuadernos;;;;;;;239,40;;0.13;0.50;16.00;21.00;77;040504;;SI;NO;;;;;gloria
cuaderno-tapa-flexible-48-hojas-cuadriculadas-gloria;Cuaderno Tapa Flexible 48 Hojas Cuadriculadas Gloria;Escolar > Cuadernos;;;;;;;239,40;;0.13;0.50;16.00;21.00;138;040041;;SI;NO;;;;;GLORIA
cuaderno-tapa-flexible-48-hojas-rayado-gloria;Cuaderno Tapa Flexible 48 Hojas Rayado Gloria;Escolar > Cuadernos;;;;;;;239,40;;0.13;0.50;16.00;21.00;103;040383;;SI;NO;;;;;GLORIA
goma-borrar-pizzini-gt65-tecnica;Goma Borrar Pizzini Gt65 Técnica;Oficina > Goma de borrar, Escolar > Gomas de borrar, Facultad > Correctores y Borradores, Técnica;;;;;;;179,46;;0.04;1.30;2.50;6.50;0;110090;;SI;NO;;;;;Pizzini
resaltador-pizzini;Resaltador Pizzini;Facultad > Resaltadores, Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores;Color;Verde;;;;;245,42;;0.02;1.50;2.50;11.50;32;013957;;SI;NO;;resaltador, highlighter;;;pizzini
resaltador-pizzini;;;Color;Rosa;;;;;245,42;;0.02;1.50;2.50;11.50;40;013956;;;;;;;;
resaltador-pizzini;;;Color;Amarillo;;;;;245,42;;0.02;1.50;2.50;11.50;6;013953;;;;;;;;
resaltador-pizzini;;;Color;Púrpura;;;;;272,05;;0.02;1.50;2.50;11.50;49;013958;;;;;;;;
resaltador-pizzini;;;Color;Azul;;;;;245,42;;0.02;1.50;2.50;11.50;74;013954;;;;;;;;
resaltador-pizzini;;;Color;Naranja;;;;;245,42;;0.02;1.50;2.50;11.50;28;013955;;;;;;;;
tempera-alba-magic-en-pote-x-275g;Tempera Alba Magic En Pote X 275G;Escolar > Acuarelas  Témperas y Pinceles;Color;Marrón;;;;;402,50;;0.30;8.50;7.00;7.00;11;260039;;SI;NO;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Azul;;;;;402,50;;0.30;8.50;7.00;7.00;4;260042;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Verde;;;;;402,50;;0.30;8.50;7.00;7.00;4;260043;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Amarillo;;;;;402,50;;0.30;8.50;7.00;7.00;4;260046;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Rojo;;;;;402,50;;0.30;8.50;7.00;7.00;2;260051;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Negro;;;;;402,50;;0.30;8.50;7.00;7.00;7;260048;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Naranja;;;;;402,50;;0.30;8.50;7.00;7.00;8;260050;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Púrpura;;;;;402,50;;0.30;8.50;7.00;7.00;10;260054;;;;;;;;
goma-borrar-lyra-moldeable;Goma Borrar Lyra Moldeable;Oficina > Goma de borrar, Escolar > Gomas de borrar, Facultad > Correctores y Borradores, Técnica, Artística > Dibujo > Lápices de Dibujo, Artística > Dibujo > Accesorios de Dibujo;;;;;;;463,22;;0.03;2.00;3.70;4.00;9;110100;4,08E+12;SI;NO;;borrador, goma de borrar, lyra, moldeable, miga de pan;;;Lyra
lapiz-color-x36-stabilo-aquacolor;Lapiz Color X36 Stabilo Aquacolor;Artística > Dibujo > Lápices de Dibujo;;;;;;;11665,62;;0.46;1.50;19.00;32.50;0;013479;;SI;NO;;;;;Stabilo
lapiz-color-x36-giotto-supermina-en-lata;Lapiz Color X36 Giotto Supermina En Lata;Artística > Dibujo > Lápices de Dibujo;;;;;;;9596,06;;0.54;1.50;19.00;31.00;0;012776;;NO;NO;;;;;Giotto
lapiz-color-x36-giotto-stilnovo-acquarell;Lapiz Color X36 Giotto Stilnovo Acquarell;Artística > Dibujo > Lápices de Dibujo;;;;;;;9035,06;;0.45;1.50;19.00;31.00;0;012787;;NO;NO;;giotto, acuarelables;;;Giotto
lapiz-color-x12-giotto-acuarela-en-lata;Lapiz Color X12 Giotto Acuarela En Lata;Artística > Dibujo > Lápices de Dibujo;;;;;;;3401,43;;0.17;1.50;11.00;19.00;0;012802;;SI;NO;;;;;Giotto
lapiz-color-x24-giotto-acuarela-en-lata;Lapiz Color X24 Giotto Acuarela En Lata;Artística > Dibujo > Lápices de Dibujo;;;;;;;6445,01;;0.32;1.50;19.00;21.50;0;012803;;NO;NO;;;;;Giotto
lapiz-color-koh-i-noor-x12-jumbo-magic;Lapiz Color Koh-i-Noor x12 Jumbo Magic;Artística > Dibujo > Lápices de Dibujo;;;;;;;7388,09;;0.17;2.80;7.00;17.00;1;014086;8,59E+12;SI;NO;;;;;Kohinoor
lapiz-color-pastel-x12-stabilo-carbothel;Lapiz Color Pastel X12 Stabilo Carbothel;Artística > Dibujo > Lápices de Dibujo, Mundo Pastel;;;;;;;8271,80;;0.15;1.30;10.50;18.50;2;011084;;SI;NO;;stabilo, lapiz, color, profesional, CarbOthello, pastel;;;Stabilo
lapiz-color-x12-stabilo-aquacolor;Lapiz Color X12 Stabilo Aquacolor;Artística > Dibujo > Lápices de Dibujo;;;;;;;3853,82;;0.14;1.20;10.50;18.50;0;010328;4,01E+12;SI;NO;;stabilo;;;Stabilo
lapiz-color-x38-stabilo-original;Lapiz Color X38 Stabilo Original;Artística > Dibujo > Lápices de Dibujo;;;;;;;20194,39;19232,75;0.45;1.30;19.00;32.50;0;013484;4,01E+12;SI;SI;;stabilo;;;Stabilo
lapiz-color-x48-stabilo-carbothel;Lapiz Color X48 Stabilo Carbothel;Artística > Dibujo > Lápices de Dibujo;;;;;;;30897,81;29426,49;0.64;2.20;19.00;32.50;0;014006;;NO;SI;;stabilo;;;Stabilo
lapiz-color-x36-stabilo-carbothel;Lapiz Color X36 Stabilo Carbothel;Artística > Dibujo > Lápices de Dibujo;;;;;;;23191,10;22086,76;0.51;1.30;18.70;32.50;0;013480;4,01E+12;NO;SI;;;;;Stabilo
lapiz-color-x60-stabilo-carbothello;Lapiz Color X60 Stabilo Carbothello;Artística > Dibujo > Lápices de Dibujo;;;;;;;66340,11;63181,06;0.70;2.50;19.00;32.50;1;013481;4,01E+12;SI;SI;;stabilo;;;Stabilo
lapiz-color-x24-stabilo-aquacolor;Lapiz Color X24 Stabilo Aquacolor;Artística > Dibujo > Lápices de Dibujo;;;;;;;7655,57;;0.27;1.50;19.00;21.50;0;013478;;SI;NO;;;;;Stabilo
lapiz-color-x24-stabilo-carbothel;Lapiz Color X24 Stabilo Carbothel;Artística > Dibujo > Lápices de Dibujo;;;;;;;14711,83;;0.30;1.50;19.00;21.50;0;011085;;NO;NO;;;;;Stabilo
lapiz-color-x24-stabilo-original;Lapiz Color x24. Stabilo Original;Artística > Dibujo > Lápices de Dibujo;;;;;;;14277,74;13597,85;0.26;1.50;18.80;21.50;1;013483;;SI;NO;;stabilo;;;Stabilo
regletas-de-madera-por-240-piezas-fime;Regletas De Madera Por 240 Piezas Fime;Escolar > Reglas y Geometria;;;;;;;5875,95;;0.68;4.00;19.70;29.70;9;390948;;SI;NO;;;;;
block-de-dibujo-n-5-color-el-nene;Block De Dibujo N° 5 Color El Nene;Escolar > Blocks de hojas y repuestos;;;;;;;1050,00;;0.24;0.50;22.00;29.80;0;120003;;SI;NO;;;;;El Nene
repuesto-de-dibujo-n-3-color-el-nene;Repuesto De Dibujo N° 3 Color El Nene;Escolar > Blocks de hojas y repuestos;;;;;;;225,00;;0.04;0.20;19.00;24.00;0;020088;;SI;NO;;;;;El Nene
block-de-dibujo-n-5-blanco-el-nene;Block De Dibujo N° 5 Blanco El Nene;Escolar > Blocks de hojas y repuestos;;;;;;;862,50;;0.23;0.50;22.00;29.80;0;120008;;SI;NO;;;;;El Nene
repuesto-de-dibujo-n-3-blanco-el-nene;Repuesto De Dibujo N° 3 Blanco El Nene;Escolar > Blocks de hojas y repuestos;;;;;;;206,25;;0.05;0.20;19.00;24.00;68;020096;;SI;NO;;;;;El Nene
repuesto-de-dibujo-n-3-negro-luma;Repuesto De Dibujo N° 3 Negro Luma;Escolar > Blocks de hojas y repuestos;;;;;;;187,82;;0.03;0.20;19.00;24.00;81;020051;;SI;NO;;;;;
cartucho-de-repuesto-para-lapicera-roller-x-3-simball;Cartucho De Repuesto Para Lapicera Roller X 3 Simball;Escolar > Bolígrafos y Rollerballs;;;;;;;174,57;;0.01;0.70;6.50;7.00;184;200001;;SI;NO;;;;;
set-de-pinceles-chatos-x-8-sabonis;Set De Pinceles Chatos X 8 Sabonis;Artística > Pintura > Pinceles;;;;;;;1313,88;1142,50;0.06;1.00;11.50;26.00;8;240220;;SI;NO;;pincel chato;;;Sabonis
block-de-dibujo-numero-5-iglu-blanco-x20-hojas;Block de Dibujo Numero 5 Iglu Blanco x20 Hojas.;Escolar > Blocks de hojas y repuestos;;;;;;;1396,56;;0.19;0.50;22.00;30.00;0;120340;;SI;NO;;;;;IGLU
